samples,energies
[O][C][=C][C][=C][Branch2][Ring1][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][=C][NH1][Ring1][P][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1];0,6.3278
[C][O][C][=Branch1][C][=O][C][=N][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][O][Cl];0,8.5736
[N][C][=C][C][=C][C][=N][C][Branch2][Ring2][N][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][#Branch2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][O][=C][N][=C][Ring2][Ring2][Branch1][Ring2][Ring1][P];0,6.107
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][=C][Ring1][#Branch2][C][=C][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][N][Ring1][N][Ring1][S];0,7.6274
[N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O];0,8.2828
[C][=C][C][=C][Branch2][Ring1][Branch2][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=Ring1][#C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1];0,6.9053
[C][S][C][S][C][Branch1][=Branch1][C][Branch1][C][N][=O][=C][N][=N][N][Branch1][C][C][C][=Branch1][C][=O][C][=Ring1][=C][Ring1][Branch2];0,7.8954
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][N][=C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][N][Ring2][Ring1][=Branch1][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1];0,6.9304
[C][=C][C][=C][Branch2][Ring2][S][N][Branch1][=C][C][C][=C][N][C][=C][C][=C][C][=Ring1][=Branch2][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][Branch1][=Branch2][C][=C][N][=C][C][=N][Ring1][=Branch1][=C][C][=C][Ring1][N][Ring2][Ring1][Ring2][C][=C][Ring2][Ring2][Ring2];0,6.0345
[C][=C][N][Branch2][Ring2][#C][C][=C][C][=C][NH1][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][C][=C][C][=C][S][Ring1][Branch1][C][=C][Ring2][Ring1][Branch1][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring2][Ring2][=Branch1];0,5.8955
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][C][O][C][=N][N][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1];0,9.2088
[C][=C][C][=C][C][=C][C][Branch2][Ring1][#C][C][C][=C][C][=C][C][=C][N][Ring1][=Branch1][C][=Ring1][=Branch2][C][=C][C][Branch1][=Branch2][C][=C][N][=C][C][=N][Ring1][=Branch1][=C][NH1][Ring1][O][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][Ring2][Ring1][=C][=C][C][Ring2][Ring2][C][=C][Ring2][Ring2][=Branch1];0,6.1288
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[N][#C][C][=C][Branch1][Ring1][C][#N][C][Branch1][Ring1][C][#N][=C][Branch2][Ring2][Branch1][C][=N][C][=N][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][=N][C][Branch1][Ring1][C][=O][=N][C][=Branch1][Branch1][=N][Ring2][Ring1][C][N][Ring1][=Branch2][Ring1][P][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][#C][C][#N];0,9.4712
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][N][Branch1][C][C][C][=N][C][Branch1][C][N][=C][N][=C][Branch1][Ring1][C][#N][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=C][=N][Ring2][Ring1][Ring1];0,7.3737
[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][Ring2][C][#C][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][Branch1][=Branch1][N][Branch1][C][C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][=N][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][O];0,6.0408
[C][#C][C][=C][C][=C][S][C][=C][Branch2][Ring2][N][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring1][Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][=C][C][=C][Ring2][Ring1][Ring2][N][Ring2][Ring1][#Branch1][Br][C][Ring2][Ring1][#C][=C][Ring2][Ring2][Ring1];0,5.9841
[N][#C][C][=C][C][=C][Branch1][C][N][C][=N][O][N][=C][Ring1][#Branch2][Ring1][Branch1];0,8.8095
[C][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][Ring1][N][C][=C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][N][Ring1][O][Ring1][#C];0,7.1057
[N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C];0,8.8053
[C][=C][C][=C][Branch1][S][N][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][=C][Ring1][P];0,7.2585
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][O][C][=C][C][=C][N][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2];0,7.8941
[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring2][Ring1][C][C][Ring1][S][=C][Ring1][=Branch1][Ring1][=C];0,6.699
[N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O];0,8.6527
[C][N][Branch1][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O];0,7.9068
[Cl][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Branch2][Ring1][=Branch1][N][C][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][Ring1][#Branch2][=C][Ring1][=C][=N][Ring2][Ring1][N];0,6.7804
[Cl][C][=C][C][=C][Branch2][Ring1][Ring1][C][=C][C][=C][C][C][=C][O][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][NH1][Ring1][N][C][=C][C][Branch1][P][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][N][Ring1][#Branch1][=C][C][=C][Ring2][Ring1][S][Ring1][S];0,6.1131
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][C][O][C][=N][N][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1];0,9.2088
[C][=C][C][=C][C][=C][Ring1][=Branch1];0,9.3262
[C][O][C][=C][C][NH1][C][=C][Branch1][#C][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][O][C][C][=Branch1][C][=O][O][C][C][C][C][Ring1][=C][=O];0,7.5137
[C][C][N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C];0,8.3808
[N][#C][C][=C][C][=C][C][C][=C][NH1][C][Ring1][=Branch2][=Ring1][Branch1];0,8.2757
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[C][O][C][=C][C][=C][C][=Branch1][C][=O][C][=C][Branch1][Branch2][NH1][C][Ring1][#Branch1][=C][Ring1][O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][C][Ring1][=C][Branch1][C][C][C];0,6.9377
[N][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][Branch1][=C][C][=C][C][=C][C][Ring2][Ring1][C][=C][Ring1][=Branch1][Ring1][S][=C][Ring1][N][Ring1][S];0,6.5376
[C][O][C][=Branch1][C][=O][C][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring1][=N][S][C][Ring2][Ring1][Branch2][=Ring2][Ring1][C];0,6.637
[C][C][Branch1][C][C][=C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][=C][=C][C][O][C][Branch1][C][C][=N][C][=Ring1][=Branch1][Ring1][#Branch2][C][Ring2][Ring1][C][=O];0,7.6225
[C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][=C][C][=C][Ring1][S][N][Branch1][Branch1][C][C][C][C][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][O][Ring2][Ring2][C];0,6.0544
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[C][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][Branch2][Ring1][Branch1][C][=C][C][=C][C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][Ring1][Branch2][=C][Ring1][N][=C][Ring2][Ring1][Ring2][C];0,7.4731
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][C][=C][S][C][=Ring1][Branch1];0,9.0193
[C][O][C][=C][C][=C][Branch1][#C][C][#C][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=C][Ring1][S][O][C];0,7.4095
[N][#C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][#N];0,8.8376
[O][=C][C][=C][Branch1][C][O][C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][=C][C][=C][C][=C][C][=C][Ring2][Ring1][Ring2][Ring1][=Branch1];0,7.5825
[O][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2];0,8.0395
[C][#Branch1][=C][#C][C][=N][C][S][C][=N][C][=Ring1][Branch1][S][Ring1][Branch2][C][=N][C][=C][C][O][C][Branch2][Ring1][Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][Ring1][#Branch2][=C][Ring1][=C][=N][C][=Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][#Branch1][O][Ring2][Ring1][#Branch2];0,6.8744
[O][C][=C][Branch2][Ring1][#Branch2][C][=N][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][=C][NH1][Ring1][P][C][=C][C][=C][Ring2][Ring1][#Branch1][C][C][C][N][Ring1][=Branch1][C][C][C][Ring1][#Branch2];0,6.0446
[N][#C][C][=C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O][C][Ring1][O][=O];0,9.0246
[C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=C][Ring1][=Branch2][O];0,8.2779
[N][#C][C][=C][C][=C][Branch1][C][N][C][=N][O][N][=C][Ring1][#Branch2][Ring1][Branch1];0,9.1886
[N][#C][C][N][=N][N][Branch2][Ring1][C][C][=C][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][O][Ring1][#Branch1][C][=Ring1][S][N];0,8.1325
[C][O][C][=C][C][=C][C][=C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][O][C][=Branch1][C][=O][C][Ring1][P][=C][Ring2][Ring1][Branch1];0,8.0753
[N][#C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1];0,8.3922
[N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2];0,7.0937
[O][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][=C][C][=C][C][Branch1][S][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][#Branch2][=O][=C][Ring1][P];0,7.7029
[C][=C][C][=C][Branch2][Ring2][#Branch2][C][=C][C][=C][C][Branch1][=Branch2][C][=C][C][=N][C][=N][Ring1][=Branch1][=C][C][=C][Branch1][Branch2][C][C][=C][NH1][C][=Ring1][Branch1][C][=C][C][Ring1][O][=C][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][#C];0,6.4979
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Branch1][C][=C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][Ring1][N][C][=C][Ring2][Ring1][C];0,7.6039
[N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O];0,8.6527
[C][N][C][C][=C][S][C][=Ring1][Branch1][C][S][C][Branch2][Ring2][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][#C][C][=N][C][=C][N][Ring1][Branch1][C][C][=C][NH1][C][=Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Branch2][=C][C][=Ring2][Ring1][=N][Ring2][Ring2][Ring1];0,6.0798
[N][#C][C][=C][C][Branch2][Ring1][Branch1][C][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=N][C][Branch1][C][F][=C][Ring1][=Branch2][F][=C][Branch2][Ring1][Branch1][C][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=N][C][Branch1][C][F][=C][Ring1][=Branch2][F][C][=C][Ring2][Ring1][=C][C][#N];0,9.2038
[N][#C][C][=C][C][=C][Branch1][C][N][C][=N][O][N][=C][Ring1][#Branch2][Ring1][Branch1];0,8.8095
[N][#C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1];0,8.271
[N][#C][C][=C][C][Branch1][C][N][=C][C][Branch1][Ring1][C][#N][=C][Ring1][=Branch2];0,8.8732
[C][C][=C][Branch1][P][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][C][=C][N][Ring1][#Branch1][C][=C][C][=C][Ring1][S][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Ring1][=C];0,6.0647
[C][C][=C][C][=C][N][=C][C][Ring1][=Branch1][=C][Branch1][C][C][C][=C][Ring1][O][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2];0,6.8963
[N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C];0,8.8053
[C][O][C][=C][C][=C][Branch2][Ring2][=N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][=C][C][=Branch1][#Branch1][=C][Ring1][=C][Ring2][Ring1][Ring1][C][C][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][=C];0,6.4477
[C][=C][C][=C][NH1][N][=C][C][Ring1][Branch1][=C][Ring1][=Branch2];0,8.4045
[C][C][O][C][=Branch1][C][=O][C][S][C][Branch1][Ring1][S][C][=C][C][=Branch1][C][=O][NH1][N][=N][C][=Ring1][N][Ring1][#Branch1];0,7.9602
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][C][O][C][=N][N][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1];0,9.1783
[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][N][Ring1][=Branch2][C][Branch1][S][C][N][C][=C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][=C][C][=C][Branch1][N][C][=C][C][=N][S][N][=C][Ring1][Branch1][Ring1][=Branch2][C][=N][S][N][=C][Ring1][S][Ring1][Branch1];0,5.9339
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[C][C][N][C][=C][Branch2][Ring1][Ring1][C][=N][C][=N][C][NH1][C][=N][C][=Ring1][Branch1][N][=C][Ring1][=Branch2][NH1][Ring1][N][C][=C][C][Branch2][Ring1][Ring1][C][=C][Branch1][C][F][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][=Branch2][F][=C][C][=C][Ring1][S][Ring2][Ring1][#C];0,6.9945
[N][C][=C][C][=C][C][=N][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1];0,7.7269
[C][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][#C][C][=C][C][=C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][#Branch2][C][Branch1][C][C][Branch1][C][C][C][C][C][=C][Ring1][O][C][=C][Ring1][P][C][=C][Ring2][Ring1][#Branch1];0,7.01
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[N][C][C][Branch2][Ring1][#Branch2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][#Branch2][=Branch1][C][=O][=O][=C][O][C][=Ring2][Ring1][Ring2][C][=C][N][=C][O][Ring1][Branch1];0,7.4352
[C][O][C][=C][C][Branch1][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][Ring1][=N];0,7.3839
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][O][C][=N][C][Branch1][C][Cl][=N][C][Branch2][Ring1][S][N][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][=N][Ring2][Ring1][#Branch2];0,7.416
[N][#C][C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2];0,8.262
[C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch2][Ring1][P][C][=C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][Branch1][=C][Ring2][Ring1][C][C][=Ring1][P][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring2][C];0,6.3732
[C][C][C][C][C][=C][C][Branch1][Ring1][C][=O][=C][C][=C][C][=C][Branch1][Branch1][C][C][C][C][C][=C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][Ring2][Ring1][#Branch2][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][Ring2][Ring1][=Branch1];0,6.5126
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][O][C][=C][C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][N][Ring1][#Branch1][C][C][C][Ring1][O][=N][C][Branch2][Ring1][=Branch2][C][=C][C][=C][NH1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][=Ring1][=Branch2][C][Ring1][N][=C][Ring1][S][=N][Ring2][Ring2][Ring1];0,5.995
[C][N][C][=Branch1][C][=O][N][=C][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][O][C][Ring1][S][=O];0,8.1196
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][C][C][C][Branch1][Ring2][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][Ring1][=C][Ring2][Ring1][Branch2];0,6.9265
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][Ring2][Ring1][C][=O];0,7.0287
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=O];0,7.8657
[C][C][=C][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][NH1][Ring1][Branch2];0,9.3421
[C][O][O][C][C][=N][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][O][Br];0,8.3415
[N][#C][C][=C][C][=C][Branch1][C][N][C][Branch1][Ring1][C][#N][=C][Ring1][=Branch2];0,8.8701
[N][#C][C][=C][C][=C][Branch1][C][N][C][=N][O][N][=C][Ring1][#Branch2][Ring1][Branch1];0,8.8095
[Cl][C][=C][C][=C][Branch2][Ring2][P][C][=C][C][Branch2][Ring2][Branch1][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][N][=C][Ring1][S][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch1][=N][C][=N][Ring2][Ring1][N][C][=C][Ring2][Ring2][C];0,6.8675
[O][=C][C][=Branch2][Ring2][Ring2][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring2][=C][Ring1][#Branch2][Ring2][Ring1][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][#C];0,6.8747
[C][=C][C][=C][Branch2][Ring1][=C][C][N][=C][Branch1][=C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=C][C][=C][C][=Ring2][Ring1][C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch2];0,6.444
[N][#C][C][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O];0,8.9873
[N][#C][C][=C][C][Branch2][Ring1][Branch1][C][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=N][C][Branch1][C][F][=C][Ring1][=Branch2][F][=C][Branch2][Ring1][Branch1][C][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=N][C][Branch1][C][F][=C][Ring1][=Branch2][F][C][=C][Ring2][Ring1][=C][C][#N];0,9.2038
[C][O][C][=C][C][=C][Branch2][Ring2][#Branch1][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][=N][N][Ring1][N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][N];0,6.8067
[C][=C][S][C][Branch2][Branch1][Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][N][=C][NH1][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=C][C][=C][NH1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=Ring1][=Branch2][C][Ring1][N][=C][Ring1][S][N][=C][Ring2][Ring1][#C][Ring2][Ring1][=Branch1][=C][Ring2][Ring2][Ring2];0,6.4757
[O][=C][Branch2][Ring2][#Branch2][C][=C][NH1][C][Branch2][Ring1][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][=C][Ring1][Branch1][C][=C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][=Ring1][=Branch2][Ring1][=N][=C][Ring2][Ring1][=Branch2][N][C][=C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2];0,6.0065
[C][C][C][C][C][C][N][Branch1][#Branch1][C][C][C][C][C][C][C][=C][C][=C][Branch2][Ring1][=N][C][#C][C][=C][C][=C][Branch1][S][N][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][O];0,5.9774
[N][#C][C][=C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][C][=C][Ring1][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2];0,8.0139
[C][=C][C][=C][C][=Branch1][#Branch2][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][N][C][Branch2][Ring1][=Branch2][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=C][C][Ring1][N][=C][Ring1][#Branch2][Ring1][=Branch1][N][Ring2][Ring1][O];0,6.4219
